lat,lon,co2
-34.9964963,-64.9672817,9.944
40.7696272,44.6736646,0.229
-24.7761086,134.755,19.24
47.59397,14.12456,49.142
40.3936294,47.7872508,1.326
53.4250605,27.6971358,2.773
50.6402809,4.6667145,61.687
44.3053476,17.5961467,0.223
-10.3333333,-53.2,4.606
42.6073975,25.4856617,0.898
61.0666922,-107.991707,60.269
-31.7613365,-71.3187697,3.107
35.000074,104.999927,27.846
45.5643442,17.0118954,0.242
49.7439047,15.3381061,42.096
55.670249,10.3333283,7.83
26.2540493,29.2675469,0.011
58.7523778,25.3319078,1.005
63.2467777,25.9209164,1.315
46.603354,1.8883335,156.907
32.3293809,-83.1137366,0.41
51.1638175,10.4478313,458.586
38.9953683,21.9877132,0.905
47.1817585,19.5060937,11.996
22.3511148,78.6677428,24.814
-2.4833826,117.8902853,6.727
32.6475314,54.5643516,0.136
52.865196,-7.9794599,
42.6384261,12.674297,26.538
36.5748441,139.2394179,44.21
48.1012954,66.7780818,6.622
41.5089324,74.724091,0.586
56.8406494,24.7537645,0.665
55.3500003,23.7499997,1.037
4.5693754,102.2656823,
23.6585116,-102.0077097,8.402
47.2879608,28.5670941,1.073
42.9868853,19.5180992,0.022
52.2434979,5.6343227,22.079
-41.5000831,172.8344077,4.609
40.3736611,127.0870417,0.222
41.6171214,21.7168387,0.163
60.5000209,9.0999715,6.079
-6.8699697,-75.0458515,1.506
12.7503486,122.7312101,0.037
52.215933,19.134422,99.602
39.6621648,-8.1353519,3.144
45.9852129,24.6859225,5.774
64.6863136,97.7453061,60.997
44.1534121,20.55144,0.647
48.7411522,19.4528646,13.538
45.8133113,14.4808369,0.184
-28.8166236,24.991639,16.341
36.638392,127.6961188,0.012
39.3260685,-4.8379791,14.729
59.6749712,14.5208584,12.793
46.7985624,8.2319736,8.61
23.9739374,120.9820179,0.678
38.6281733,70.8156541,0.34
10.7466905,-61.0840075,0.125
38.9597594,34.9249653,2.228
39.3763807,59.3924609,0.845
49.4871968,31.2718321,19.355
54.7023545,-3.2765753,481.351
39.7837304,-100.445882,1258.667
41.32373,63.9528098,2.712
8.0018709,-66.1109318,
15.9266657,107.9650855,1.158
-18.4554963,29.7468414,0.513
