lat,lon,co2
-34.9964963,-64.9672817,8.907
40.7696272,44.6736646,0.221
-24.7761086,134.755,17.437
47.59397,14.12456,58.785
40.3936294,47.7872508,1.279
53.4250605,27.6971358,2.675
50.6402809,4.6667145,61.288
44.3053476,17.5961467,0.206
-10.3333333,-53.2,4.199
42.6073975,25.4856617,0.634
61.0666922,-107.991707,51.622
-31.7613365,-71.3187697,2.81
35.000074,104.999927,18.749
45.5643442,17.0118954,0.223
49.7439047,15.3381061,41.57
55.670249,10.3333283,7.35
58.7523778,25.3319078,0.97
63.2467777,25.9209164,1.063
46.603354,1.8883335,150.612
32.3293809,-83.1137366,0.396
51.1638175,10.4478313,445.367
38.9953683,21.9877132,0.718
47.1817585,19.5060937,11.677
22.3511148,78.6677428,23.517
-2.4833826,117.8902853,6.112
32.6475314,54.5643516,
52.865196,-7.9794599,0.216
42.6384261,12.674297,25.736
36.5748441,139.2394179,39.384
48.1012954,66.7780818,6.387
41.5089324,74.724091,0.565
56.8406494,24.7537645,0.641
55.3500003,23.7499997,1.0
4.5693754,102.2656823,0.234
23.6585116,-102.0077097,4.155
47.2879608,28.5670941,1.035
42.9868853,19.5180992,0.02
52.2434979,5.6343227,20.834
-41.5000831,172.8344077,4.902
40.3736611,127.0870417,0.187
41.6171214,21.7168387,0.15
60.5000209,9.0999715,5.939
-6.8699697,-75.0458515,1.33
12.7503486,122.7312101,0.051
52.215933,19.134422,94.546
39.6621648,-8.1353519,3.25
45.9852129,24.6859225,4.818
64.6863136,97.7453061,58.833
44.1534121,20.55144,0.597
48.7411522,19.4528646,13.368
45.8133113,14.4808369,0.17
-28.8166236,24.991639,16.979
36.638392,127.6961188,0.01
39.3260685,-4.8379791,14.894
59.6749712,14.5208584,13.117
46.7985624,8.2319736,7.79
23.9739374,120.9820179,0.616
38.6281733,70.8156541,0.328
10.7466905,-61.0840075,0.066
38.9597594,34.9249653,1.883
39.3763807,59.3924609,0.815
49.4871968,31.2718321,18.669
54.7023545,-3.2765753,469.732
39.7837304,-100.445882,1271.582
41.32373,63.9528098,2.616
8.0018709,-66.1109318,
15.9266657,107.9650855,1.323
-18.4554963,29.7468414,0.432
