0,1,2
Armenia,1865,0.002
Australia,1865,0.421
Austria,1865,5.353
Azerbaijan,1865,0.012
Belarus,1865,0.024
Belgium,1865,19.06
Canada,1865,1.019
Czechia,1865,2.528
Denmark,1865,1.015
Estonia,1865,0.009
Finland,1865,0.062
France,1865,49.303
Georgia,1865,0.004
Germany,1865,63.468
Hungary,1865,1.257
India,1865,0.568
Ireland,1865,
Italy,1865,1.271
Kazakhstan,1865,0.058
Kyrgyzstan,1865,0.005
Latvia,1865,0.006
Lithuania,1865,0.009
Moldova,1865,0.009
Netherlands,1865,3.847
Norway,1865,0.473
Poland,1865,12.421
Romania,1865,0.015
Russia,1865,0.532
Slovakia,1865,0.813
Spain,1865,2.305
Sweden,1865,1.081
Switzerland,1865,0.696
Tajikistan,1865,0.003
Turkey,1865,0.15
Turkmenistan,1865,0.007
Ukraine,1865,0.169
United Kingdom,1865,205.488
United States,1865,58.822
Uzbekistan,1865,0.024
