0,1,2
Afghanistan,2017,6.86
Albania,2017,5.302
Algeria,2017,154.936
Andorra,2017,0.465
Angola,2017,28.42
Anguilla,2017,0.143
Antarctica,2017,
Antigua and Barbuda,2017,0.491
Argentina,2017,187.805
Armenia,2017,5.537
Aruba,2017,0.89
Australia,2017,414.751
Austria,2017,69.599
Azerbaijan,2017,36.73
Bahamas,2017,2.096
Bahrain,2017,32.591
Bangladesh,2017,80.944
Barbados,2017,1.17
Belarus,2017,60.116
Belgium,2017,99.448
Belize,2017,0.616
Benin,2017,6.938
Bermuda,2017,0.63
Bhutan,2017,1.239
Bolivia,2017,23.562
Bonaire Sint Eustatius and Saba,2017,0.348
Bosnia and Herzegovina,2017,21.819
Botswana,2017,7.059
Brazil,2017,500.758
British Virgin Islands,2017,0.169
Brunei,2017,9.552
Bulgaria,2017,47.582
Burkina Faso,2017,3.938
Burundi,2017,0.53
Cambodia,2017,12.875
Cameroon,2017,7.699
Canada,2017,569.36
Cape Verde,2017,0.579
Central African Republic,2017,0.216
Chad,2017,1.036
Chile,2017,84.046
China,2017,9920.459
Christmas Island,2017,
Colombia,2017,86.296
Comoros,2017,0.267
Congo,2017,3.565
Cook Islands,2017,0.077
Costa Rica,2017,8.312
Cote d'Ivoire,2017,11.86
Croatia,2017,18.718
Cuba,2017,25.208
Curacao,2017,4.426
Cyprus,2017,7.523
Czechia,2017,107.613
Democratic Republic of Congo,2017,2.474
Denmark,2017,34.743
Djibouti,2017,0.403
Dominica,2017,0.161
Dominican Republic,2017,24.017
Ecuador,2017,39.276
Egypt,2017,250.605
El Salvador,2017,6.016
Equatorial Guinea,2017,12.285
Eritrea,2017,0.704
Estonia,2017,18.788
Eswatini,2017,0.986
Ethiopia,2017,15.238
Faroe Islands,2017,0.707
Fiji,2017,1.362
Finland,2017,44.652
France,2017,336.996
French Equatorial Africa,2017,
French Guiana,2017,0.705
French Polynesia,2017,0.766
French West Africa,2017,
Gabon,2017,4.598
