lat,lon,co2
40.7696272,44.6736646,0.007
-24.7761086,134.755,0.894
47.59397,14.12456,4.913
40.3936294,47.7872508,0.042
53.4250605,27.6971358,0.088
50.6402809,4.6667145,22.233
61.0666922,-107.991707,1.594
49.7439047,15.3381061,3.457
55.670249,10.3333283,0.916
58.7523778,25.3319078,0.032
63.2467777,25.9209164,0.062
46.603354,1.8883335,54.278
32.3293809,-83.1137366,0.013
51.1638175,10.4478313,69.154
38.9953683,21.9877132,0.169
47.1817585,19.5060937,1.689
42.6384261,12.674297,1.469
48.1012954,66.7780818,0.209
41.5089324,74.724091,0.019
56.8406494,24.7537645,0.021
55.3500003,23.7499997,0.033
47.2879608,28.5670941,0.034
52.2434979,5.6343227,4.041
60.5000209,9.0999715,0.619
52.215933,19.134422,13.293
45.9852129,24.6859225,0.022
64.6863136,97.7453061,1.929
48.7411522,19.4528646,1.112
39.3260685,-4.8379791,2.557
59.6749712,14.5208584,1.037
46.7985624,8.2319736,0.674
38.6281733,70.8156541,0.011
38.9597594,34.9249653,0.227
39.3763807,59.3924609,0.027
49.4871968,31.2718321,0.612
54.7023545,-3.2765753,217.374
39.7837304,-100.445882,72.866
41.32373,63.9528098,0.086
